Product,Mean_IoU
can_chowder,0.073112909482505
can_soymilk,0.054502462251642445
can_tomatosoup,0.04268377782562064
carton_oj,0.14254370197705535
carton_soymilk,0.18284667823691433
diet_coke,0.14958381418327793
hc_potroastsoup,0.13826327134959174
rice_tuscan,0.09380438831599647
